Sample Rate,Heading Error (rad),Declination Error (rad),Distance Error percent,Depth: -2000 mm
100000,1.94,0.39,99.89
110000,1.97,0.36,99.92
120000,1.43,0.51,99.92
130000,1.50,0.36,99.90
140000,1.46,0.33,99.93
150000,1.03,0.41,99.93
160000,1.19,0.40,99.93
170000,1.23,0.34,99.95
180000,1.08,0.37,99.94
190000,1.06,0.33,99.96
200000,0.97,0.35,99.96
210000,0.95,0.38,99.95
220000,1.01,0.35,99.94
230000,1.09,0.32,99.96
240000,0.95,0.30,99.96
250000,0.99,0.28,99.96
260000,0.84,0.32,99.96
270000,0.82,0.41,99.96
280000,0.94,0.33,99.96
290000,0.92,0.34,99.97
300000,0.86,0.27,99.96
310000,0.81,0.27,99.97
320000,0.82,0.31,99.96
330000,0.81,0.30,99.96
340000,0.82,0.28,99.96
350000,0.90,0.26,99.97
360000,0.72,0.30,99.97
370000,0.80,0.29,99.97
380000,0.72,0.29,99.97
390000,0.77,0.29,99.96
400000,0.80,0.27,99.97
410000,0.73,0.23,99.96
420000,0.71,0.24,99.97
430000,0.73,0.26,99.97
440000,0.70,0.29,99.97
450000,0.75,0.28,99.97
460000,0.80,0.26,99.97
470000,0.72,0.24,99.97
480000,0.70,0.23,99.97
490000,0.67,0.24,99.97
500000,0.72,0.26,99.97
510000,0.74,0.25,99.97
520000,0.78,0.24,99.97
530000,0.72,0.24,99.97
540000,0.69,0.23,99.97
550000,0.66,0.25,99.98
560000,0.72,0.25,99.97
570000,0.73,0.24,99.97
580000,0.78,0.22,99.97
590000,0.70,0.20,99.97
600000,0.68,0.22,99.97
610000,0.65,0.24,99.98
620000,0.68,0.24,99.97
630000,0.71,0.23,99.97
640000,0.77,0.22,99.97
650000,0.64,0.21,99.98
660000,0.67,0.21,99.97
670000,0.64,0.22,99.98
680000,0.68,0.22,99.98
690000,0.70,0.23,99.97
700000,0.76,0.21,99.97
710000,0.63,0.20,99.98
720000,0.67,0.21,99.97
730000,0.63,0.21,99.98
740000,0.67,0.21,99.98
750000,0.69,0.20,99.97
760000,0.64,0.20,99.97
770000,0.63,0.20,99.98
780000,0.66,0.21,99.98
790000,0.62,0.22,99.98
800000,0.67,0.21,99.97
