hydrophone 0,hydrophone 1,hydrophone 2,hydrophone 3
0.053710938,-0.063476562,0.324707031,-0.036621094
0.061035156,-0.053710938,0.334472656,-0.051269531
0.063476562,-0.043945312,0.346679688,-0.068359375
0.063476562,-0.036621094,0.351562500,-0.085449219
0.061035156,-0.029296875,0.356445312,-0.095214844
0.068359375,-0.021972656,0.351562500,-0.114746094
0.068359375,-0.014648438,0.344238281,-0.124511719
0.068359375,-0.004882812,0.332031250,-0.134277344
0.068359375,0.000000000,0.319824219,-0.146484375
0.070800781,0.009765625,0.297851562,-0.158691406
0.068359375,0.017089844,0.283203125,-0.161132812
0.070800781,0.024414062,0.258789062,-0.166015625
0.070800781,0.029296875,0.234375000,-0.168457031
0.070800781,0.036621094,0.207519531,-0.170898438
0.068359375,0.046386719,0.175781250,-0.170898438
0.068359375,0.051269531,0.144042969,-0.168457031
0.068359375,0.058593750,0.114746094,-0.163574219
0.070800781,0.063476562,0.078125000,-0.158691406
0.070800781,0.073242188,0.046386719,-0.153808594
0.070800781,0.083007812,0.017089844,-0.146484375
0.070800781,0.090332031,-0.017089844,-0.136718750
0.068359375,0.100097656,-0.046386719,-0.126953125
0.073242188,0.107421875,-0.080566406,-0.119628906
0.070800781,0.112304688,-0.112304688,-0.109863281
0.075683594,0.122070312,-0.134277344,-0.095214844
0.070800781,0.126953125,-0.158691406,-0.083007812
0.073242188,0.134277344,-0.180664062,-0.075683594
0.070800781,0.139160156,-0.200195312,-0.058593750
0.065917969,0.141601562,-0.219726562,-0.048828125
0.068359375,0.148925781,-0.231933594,-0.036621094
0.065917969,0.151367188,-0.249023438,-0.026855469
0.061035156,0.151367188,-0.256347656,-0.014648438
0.058593750,0.151367188,-0.266113281,-0.009765625
0.056152344,0.153808594,-0.270996094,0.007324219
0.048828125,0.153808594,-0.270996094,0.012207031
0.046386719,0.151367188,-0.275878906,0.021972656
0.046386719,0.151367188,-0.273437500,0.026855469
0.039062500,0.146484375,-0.270996094,0.031738281
0.029296875,0.141601562,-0.268554688,0.041503906
0.026855469,0.139160156,-0.258789062,0.043945312
0.019531250,0.134277344,-0.251464844,0.046386719
0.014648438,0.126953125,-0.244140625,0.051269531
0.007324219,0.117187500,-0.231933594,0.053710938
0.000000000,0.112304688,-0.222167969,0.056152344
-0.004882812,0.102539062,-0.205078125,0.061035156
-0.009765625,0.092773438,-0.190429688,0.061035156
-0.014648438,0.083007812,-0.175781250,0.063476562
-0.021972656,0.075683594,-0.153808594,0.065917969
-0.024414062,0.068359375,-0.136718750,0.063476562
-0.026855469,0.056152344,-0.119628906,0.068359375
-0.031738281,0.048828125,-0.104980469,0.070800781
-0.031738281,0.039062500,-0.083007812,0.068359375
-0.034179688,0.029296875,-0.061035156,0.068359375
