force (kg),x_mag,y_mag,z_mag
0.0,-0.0012058309947644442,0.00295180516129033,-0.002298038802395194
0.0005,-0.0012058309947644442,0.002816772903225819,-0.002298038802395194
0.001,-0.0012058309947644442,0.002816772903225819,-0.002298038802395194
0.0015,-0.0012058309947644442,0.002816772903225819,-0.002298038802395194
0.002,-0.0012058309947644442,0.002411676129032276,-0.0017967214371257395
0.0025,-0.0012058309947644442,0.00295180516129033,-0.002498565748502983
0.003,-0.0012058309947644442,0.00295180516129033,-0.002498565748502983
0.0035,-0.0010743336125654881,0.003086837419354848,-0.00219777532934131
0.004,-0.0010743336125654881,0.003086837419354848,-0.00219777532934131
0.0045,-0.0011400823036649653,0.003086837419354848,-0.0019972483832335214
0.005,-0.0011400823036649653,0.003086837419354848,-0.0019972483832335214
0.0055,-0.0011400823036649653,0.003086837419354848,-0.0019972483832335214
0.006,-0.0006798414659686322,-0.0016392916129032084,-0.000994613652694605
0.0065,-0.0007455901570681094,-0.0006940658064515971,-0.0027993561676646628
0.007,-0.0007455901570681094,-0.0006940658064515971,-0.0027993561676646628
0.0075,-0.0007455901570681094,-0.0006940658064515971,-0.0027993561676646628
0.008,-0.0007455901570681094,-0.0006940658064515971,-0.0027993561676646628
0.0085,-0.0008770875392670602,0.0010613535483871075,-0.0012954040718562779
0.009,-0.0008770875392670602,0.0010613535483871075,-0.0012954040718562779
0.0095,-0.0008770875392670602,0.0010613535483871075,-0.0012954040718562779
0.01,-0.0008770875392670602,0.0010613535483871075,-0.0012954040718562779
0.0105,-0.0008770875392670602,0.0010613535483871075,-0.0012954040718562779
0.011,-0.0008770875392670602,0.0006562567741935608,-0.00119514059880238
0.0115,-0.0008770875392670602,0.0006562567741935608,-0.00119514059880238
0.012,-0.0008770875392670602,0.0006562567741935608,-0.00119514059880238
0.0125,-0.0008770875392670602,0.0006562567741935608,-0.00119514059880238
0.013,-0.0009428362303665373,0.0014664503225806542,-0.0033006735329341244
0.0135,-0.0009428362303665373,0.0014664503225806542,-0.0033006735329341244
0.014,-0.0009428362303665373,0.0014664503225806542,-0.0033006735329341244
0.0145,-0.0009428362303665373,0.0014664503225806542,-0.0033006735329341244
0.015,-0.0009428362303665373,0.0014664503225806542,-0.0033006735329341244
0.0155,-0.0010085849214660127,0.0011963858064516254,-0.0014959310179640667
0.016,-0.0005483440837696779,-0.0013692270967741796,-0.002298038802395194
0.0165,-0.0010743336125654881,0.003221869677419366,-0.0033006735329341244
0.017,-0.0010743336125654881,-0.0005590335483870792,-0.000994613652694605
0.0175,-0.0011400823036649653,0.0026817406451613013,-0.0028996196407185537
0.018,-0.0011400823036649653,0.0026817406451613013,-0.0028996196407185537
0.0185,-0.0009428362303665373,0.0009263212903225966,-0.0027993561676646628
0.019,-0.0009428362303665373,0.0009263212903225966,-0.0027993561676646628
0.0195,-0.0009428362303665373,0.0009263212903225966,-0.0027993561676646628
0.02,-0.0009428362303665373,0.0009263212903225966,-0.0027993561676646628
0.0205,-0.0009428362303665373,0.0009263212903225966,-0.0027993561676646628
0.021,-0.0011400823036649653,0.003086837419354848,-0.002699092694610765
0.0215,-0.0011400823036649653,0.003086837419354848,-0.002699092694610765
0.022,-0.0011400823036649653,0.003086837419354848,-0.002699092694610765
0.0225,-0.0006798414659686322,-0.0012341948387096617,-0.0008943501796407072
0.023,-0.0006798414659686322,-0.0012341948387096617,-0.0008943501796407072
0.0235,-0.0006798414659686322,-0.0016392916129032084,-0.002398302275449092
0.024,-0.0006798414659686322,-0.0016392916129032084,-0.002398302275449092
0.0245,-0.0006798414659686322,-0.0016392916129032084,-0.002398302275449092
0.025,-0.0006798414659686322,0.00011612774193549627,-0.0012954040718562779
0.0255,-0.0006798414659686322,0.003086837419354848,-0.0019972483832335214
0.026,-0.0006798414659686322,0.003086837419354848,-0.0019972483832335214
0.0265,-0.0006798414659686322,0.003086837419354848,-0.0019972483832335214
0.027,-0.0006798414659686322,0.003086837419354848,-0.0019972483832335214
0.0275,-0.0006798414659686322,0.003086837419354848,-0.0019972483832335214
0.028,-0.00048259539267020424,-0.0009641303225806225,-0.0013956675449101688
0.0285,-0.00048259539267020424,-0.0009641303225806225,-0.0013956675449101688
0.029,-0.0006140927748691533,0.0006562567741935608,-0.0032004100598802265
0.0295,-0.0006140927748691533,0.0006562567741935608,-0.0032004100598802265
0.03,-0.0006140927748691533,0.0006562567741935608,-0.0032004100598802265
0.0305,-0.0006140927748691533,0.0006562567741935608,-0.0032004100598802265
0.031,-0.0006140927748691533,0.0006562567741935608,-0.0032004100598802265
0.0315,-0.0010743336125654881,0.003086837419354848,-0.0031001465868263356
0.032,-0.0010743336125654881,0.003086837419354848,-0.0031001465868263356
0.0325,-0.0008113388481675848,-0.00015393677419353255,-0.001094877125748496
0.033,-0.0008113388481675848,-0.00015393677419353255,-0.001094877125748496
0.0335,-0.0008113388481675848,-0.00015393677419353255,-0.001094877125748496
