duty cycle,roll_raw,pitch_raw,yaw_raw
0.0,0.024257898330688477,0.006752967834472656,0.007470607757568359
0.002,-0.021291255950927734,0.0027685165405273438,-0.014603614807128906
0.004,-0.0023238658905029297,0.005118370056152344,-0.005899906158447266
0.006,-0.0023238658905029297,0.005118370056152344,-0.005899906158447266
0.008,0.011948585510253906,0.014935493469238281,-0.006531476974487305
0.010000000000000002,0.011948585510253906,0.014935493469238281,-0.006531476974487305
0.012,0.011948585510253906,0.014935493469238281,-0.006531476974487305
0.014000000000000002,-0.009412288665771484,0.005819797515869141,-0.010572671890258789
0.016,-0.031207561492919922,-0.002666473388671875,-0.01525259017944336
0.018,0.014400959014892578,0.011903762817382812,-0.002480030059814453
0.020000000000000004,-0.0534665584564209,-0.022372722625732422,-0.009083032608032227
0.022000000000000002,0.002379894256591797,-0.0009808540344238281,0.0021975040435791016
0.024,0.0024862289428710938,0.010287284851074219,-0.007802009582519531
0.026000000000000002,-0.01707625389099121,-0.004039764404296875,-0.005899906158447266
0.028000000000000004,0.03912353515625,0.03298759460449219,-0.006531476974487305
0.03,-0.022103548049926758,-0.006425380706787109,-0.006531476974487305
0.032,-0.022103548049926758,-0.006425380706787109,-0.006531476974487305
0.034,-0.022103548049926758,-0.006425380706787109,-0.006531476974487305
0.036,-0.022103548049926758,-0.006425380706787109,-0.006531476974487305
0.038000000000000006,-0.022103548049926758,-0.006425380706787109,-0.006531476974487305
0.04000000000000001,-0.029221534729003906,-0.005057334899902344,-0.011858224868774414
0.042,-0.004908561706542969,-0.0016684532165527344,-0.0012350082397460938
0.044000000000000004,-0.024187803268432617,-0.0033545494079589844,-0.010572671890258789
0.046000000000000006,-0.024187803268432617,-0.0033545494079589844,-0.010572671890258789
0.048,-0.009412288665771484,0.006524562835693359,-0.011214017868041992
0.05,0.0024862289428710938,0.008158206939697266,-0.005899906158447266
0.052000000000000005,0.019095182418823242,0.015655994415283203,-0.003106355667114258
0.054000000000000006,0.021205663681030273,0.023180484771728516,-0.00844120979309082
0.05600000000000001,0.009654045104980469,0.006752967834472656,-0.0006163120269775391
0.057999999999999996,-0.011586189270019531,0.01100301742553711,-0.016558408737182617
0.06,-0.011586189270019531,0.01100301742553711,-0.016558408737182617
0.062,-0.011586189270019531,0.01100301742553711,-0.016558408737182617
0.064,-0.011586189270019531,0.01100301742553711,-0.016558408737182617
0.066,-0.011586189270019531,0.01100301742553711,-0.016558408737182617
0.068,-0.011586189270019531,0.01100301742553711,-0.016558408737182617
0.06999999999999999,-0.011586189270019531,0.01100301742553711,-0.016558408737182617
0.072,0.0072784423828125,0.0013785362243652344,0.0028111934661865234
0.074,-0.014283895492553711,0.0020723342895507812,-0.009933710098266602
0.07600000000000001,-0.004593610763549805,0.0088653564453125,-0.010572671890258789
0.07800000000000001,-0.004593610763549805,0.00957489013671875,-0.011214017868041992
0.08000000000000002,0.012121915817260742,0.004419803619384766,0.0028111934661865234
0.082,0.023246288299560547,0.025524139404296875,-0.009297609329223633
0.084,0.021205663681030273,0.01880502700805664,-0.004645109176635742
0.08600000000000001,-0.01707625389099121,-0.004039764404296875,-0.005899906158447266
0.08800000000000001,-0.004593610763549805,0.007454395294189453,-0.009297609329223633
0.09000000000000001,0.00724339485168457,0.011191368103027344,-0.005899906158447266
0.09200000000000001,0.00724339485168457,0.011191368103027344,-0.005899906158447266
0.094,0.00017309188842773438,0.012618541717529297,-0.011214017868041992
0.096,-0.0071871280670166016,0.003467082977294922,-0.007165431976318359
0.098,-0.0071871280670166016,0.003467082977294922,-0.007165431976318359
0.1,-0.0071871280670166016,0.003467082977294922,-0.007165431976318359
