duty cycle,roll_raw,pitch_raw,yaw_raw,roll_corr,pitch_corr,yaw_corr
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.0,-1.621246337890625e-05,-4.029273986816406e-05,-3.8623809814453125e-05
0.015,-0.0026814937591552734,-0.002776622772216797,-0.0025093555450439453,-0.0027799606323242188,-0.002092599868774414,-0.005779266357421875
0.02,-0.0026814937591552734,-0.002776622772216797,-0.0025093555450439453,-0.002808094024658203,-0.002090930938720703,-0.005833625793457031
0.025,-0.0009980201721191406,0.004804134368896484,-0.004965782165527344,-0.0032279491424560547,0.003810405731201172,-0.005426883697509766
0.03,-0.0009980201721191406,0.004804134368896484,-0.004965782165527344,-0.0032689571380615234,0.003854513168334961,-0.005496025085449219
0.035,-0.00452876091003418,-0.010720968246459961,-3.170967102050781e-05,-0.0061244964599609375,0.0004227161407470703,-0.011685848236083984
0.04,-0.00452876091003418,-0.010720968246459961,-3.170967102050781e-05,-0.0059163570404052734,-0.0066983699798583984,-0.012868881225585938
0.045,-0.00452876091003418,-0.010720968246459961,-3.170967102050781e-05,-0.0059757232666015625,-0.006591081619262695,-0.01296091079711914
0.05,-0.010268926620483398,-0.008316278457641602,-0.01141214370727539,-0.011371135711669922,-0.0056934356689453125,-0.023264169692993164
0.055,0.006778717041015625,-0.0053446292877197266,0.015046119689941406,0.0027360916137695312,-0.0064275264739990234,0.0041005611419677734
0.06,-0.008014678955078125,-0.011883735656738281,-0.005124092102050781,-0.006191730499267578,-0.003852367401123047,-0.01276540756225586
0.065,0.007712841033935547,-0.006537914276123047,0.017473697662353516,0.010961055755615234,-0.004047870635986328,0.020545005798339844
0.07,0.007712841033935547,-0.006537914276123047,0.017473697662353516,0.01087331771850586,-0.0038366317749023438,0.020404338836669922
0.075,0.0059053897857666016,-0.009113550186157227,0.016357421875,0.007883787155151367,-0.004995107650756836,0.01440286636352539
0.08,-0.005762338638305664,-0.010098457336425781,-0.002557039260864258,-0.006257057189941406,-0.00562739372253418,-0.01329183578491211
0.085,-0.005762338638305664,-0.013672828674316406,-3.170967102050781e-05,-0.006365776062011719,-0.00763392448425293,-0.013960123062133789
0.09,-0.005762338638305664,-0.013672828674316406,-3.170967102050781e-05,-0.006480693817138672,-0.007338285446166992,-0.014117240905761719
0.095,-0.0025091171264648438,-0.016592979431152344,0.007614612579345703,-0.0006840229034423828,-0.00965738296508789,-0.003238201141357422
0.1,0.007712841033935547,-0.011883735656738281,0.02144455909729004,0.010219812393188477,-0.005543231964111328,0.018881559371948242
0.105,0.005831241607666016,-0.005934715270996094,0.013902902603149414,0.003953695297241211,0.00018644332885742188,0.007645368576049805
0.11,0.004088401794433594,-0.011708498001098633,0.015221595764160156,0.004138946533203125,-0.004168987274169922,0.007243633270263672
0.115,0.0036575794219970703,-0.012692451477050781,0.015221595764160156,0.004075527191162109,-0.004657268524169922,0.007033824920654297
0.12,0.01263737678527832,-0.014487028121948242,0.0316927433013916,0.015266656875610352,-0.005377531051635742,0.028771400451660156
0.125,0.0059053897857666016,-0.018087148666381836,0.023064613342285156,0.006604433059692383,-0.007222652435302734,0.011538982391357422
0.13,0.0059053897857666016,-0.018087148666381836,0.023064613342285156,0.006604433059692383,-0.007222652435302734,0.011538982391357422
0.135,-0.0025091171264648438,-0.020168066024780273,0.01023101806640625,-0.001859426498413086,-0.008658409118652344,-0.005345582962036133
0.14,-0.003924131393432617,-0.01643991470336914,0.005086421966552734,-0.005044460296630859,-0.005252361297607422,-0.010846614837646484
0.145,-0.0025091171264648438,-0.018378734588623047,0.008917808532714844,-0.002215147018432617,-0.0064928531646728516,-0.005592823028564453
0.15,-0.004334688186645508,-0.019202470779418945,0.006386756896972656,-0.010614633560180664,-0.00997304916381836,-0.022856950759887695
0.155,-0.0025091171264648438,-0.020168066024780273,0.01023101806640625,-0.002595663070678711,-0.0065174102783203125,-0.006341695785522461
0.16,-0.003738880157470703,-0.02304363250732422,0.01023101806640625,-0.0025124549865722656,-0.008561849594116211,-0.006608486175537109
0.165,-0.003738880157470703,-0.02304363250732422,0.01023101806640625,-0.0027170181274414062,-0.007956266403198242,-0.0068819522857666016
0.17,-0.006979465484619141,-0.023756742477416992,0.005136251449584961,-0.00884556770324707,-0.006966352462768555,-0.018652677536010742
0.175,0.0009837150573730469,-0.017261266708374023,0.014065027236938477,-0.0008862018585205078,-0.0013704299926757812,-0.0019750595092773438
0.18,0.0009837150573730469,-0.017261266708374023,0.014065027236938477,-0.0011115074157714844,-0.0006952285766601562,-0.002276182174682617
0.185,0.0005617141723632812,-0.027254581451416016,0.020850658416748047,-0.0012509822845458984,-0.006601572036743164,-0.0037305355072021484
