force (kg),x_mag,y_mag,z_mag
0.0,-0.001134164921465954,0.00224423612903226,0.0011976471856287307
0.002,-0.001134164921465954,0.0023792683870967786,0.000997120239520942
0.004,-0.0010026675392669996,0.0021092038709677463,0.0010973837125748329
0.006,-0.0008054214659685716,0.00224423612903226,0.000896856766467051
0.008,-0.0016601544502617641,0.0030544296774193576,0.00039553940119758935
0.01,-0.0018574005235601938,0.003189461935483871,0.0006963298203592691
0.012,-0.0018574005235601938,0.004674816774193552,-5.51449101797441e-06
0.014,-0.0018574005235601938,0.004674816774193552,-5.51449101797441e-06
0.016,-0.0017259031413612395,0.0030544296774193576,0.0006963298203592691
0.018,-0.0017916518324607184,0.00440475225806452,0.00019501245508980053
0.02,-0.0013314109947643836,0.004269720000000006,0.00039553940119758935
0.022,-0.0009369188481675225,0.0019741716129032276,0.000997120239520942
0.024,-0.0016601544502617641,0.003999655483870973,0.0002952759281436984
0.026,-0.0014629083769633344,0.003999655483870973,0.0004958028742514803
0.028,-0.0014629083769633344,0.002784365161290325,0.0006963298203592691
0.03,-0.0015286570680628116,0.004539784516129039,0.0005960663473053712
0.032,-0.0015286570680628116,0.004539784516129039,0.0005960663473053712
0.034,-0.0015286570680628116,0.004539784516129039,0.0005960663473053712
0.036,-0.0008711701570680488,0.003189461935483871,0.000997120239520942
0.038,-0.0017916518324607184,0.004134687741935488,0.0005960663473053712
0.04,-0.0017916518324607184,0.004134687741935488,0.0005960663473053712
0.042,-0.0017916518324607184,0.004134687741935488,0.0005960663473053712
0.044,-0.0016601544502617641,0.00440475225806452,0.00039553940119758935
0.046,-0.0016601544502617641,0.00440475225806452,0.00039553940119758935
0.048,-0.0016601544502617641,0.00440475225806452,0.00039553940119758935
0.05,-0.0008054214659685716,0.002649332903225806,0.00079659329341316
0.052,-0.0012656623036649065,0.004269720000000006,0.00039553940119758935
0.054,-0.0008711701570680488,0.00224423612903226,0.0010973837125748329
0.056,-0.0008711701570680488,0.00224423612903226,0.0010973837125748329
0.058,-0.0008711701570680488,0.00224423612903226,0.0010973837125748329
0.06,-0.0008711701570680488,0.00224423612903226,0.0010973837125748329
0.062,-0.001594405759162287,0.004134687741935488,0.0002952759281436984
0.064,-0.0019888979057591464,0.003594558709677422,0.00079659329341316
0.066,-0.0019888979057591464,0.003594558709677422,0.00079659329341316
0.068,-0.0019888979057591464,0.003594558709677422,0.00079659329341316
0.07,-0.001594405759162287,0.004674816774193552,0.0006963298203592691
0.072,-0.001594405759162287,0.002919397419354839,0.0005960663473053712
0.074,-0.001594405759162287,0.002919397419354839,0.0005960663473053712
0.076,-0.0010684162303664785,0.0023792683870967786,0.0010973837125748329
0.078,-0.0010684162303664785,0.0023792683870967786,0.0010973837125748329
0.08,-0.0010684162303664785,0.0023792683870967786,0.0010973837125748329
0.082,-0.0010684162303664785,0.0023792683870967786,0.0010973837125748329
0.084,-0.0018574005235601938,0.003594558709677422,0.00039553940119758935
0.086,-0.0018574005235601938,0.003594558709677422,0.00039553940119758935
0.088,-0.0017259031413612395,0.002649332903225806,0.000896856766467051
0.09,-0.0008054214659685716,0.00224423612903226,0.00079659329341316
0.092,-0.0017259031413612395,0.002919397419354839,0.000896856766467051
0.094,-0.0017916518324607184,0.004539784516129039,0.00019501245508980053
0.096,-0.001397159685863859,0.00440475225806452,0.0006963298203592691
0.098,-0.0013314109947643836,0.002784365161290325,0.0004958028742514803
0.1,-0.0008054214659685716,0.002514300645161292,0.000896856766467051
0.102,-0.001134164921465954,0.00224423612903226,0.000896856766467051
0.104,-0.0017916518324607184,0.00440475225806452,0.0002952759281436984
0.106,-0.0017916518324607184,0.00440475225806452,0.0002952759281436984
0.108,-0.0016601544502617641,0.0030544296774193576,0.0004958028742514803
0.11,-0.0016601544502617641,0.0030544296774193576,0.0004958028742514803
0.112,-0.0008711701570680488,0.002784365161290325,0.000997120239520942
0.114,-0.001397159685863859,0.004134687741935488,0.00019501245508980053
0.116,-0.001397159685863859,0.004134687741935488,0.00019501245508980053
0.118,-0.001594405759162287,0.002919397419354839,0.0005960663473053712
0.12,-0.001594405759162287,0.002919397419354839,0.0005960663473053712
0.122,-0.0012656623036649065,0.0030544296774193576,0.000896856766467051
0.124,-0.0008054214659685716,0.0030544296774193576,0.000896856766467051
0.126,-0.0012656623036649065,0.004269720000000006,0.0004958028742514803
0.128,-0.0012656623036649065,0.004269720000000006,0.0004958028742514803
0.13,-0.0012656623036649065,0.004269720000000006,0.0004958028742514803
0.132,-0.0012656623036649065,0.004269720000000006,0.0004958028742514803
0.134,-0.0012656623036649065,0.004269720000000006,0.0004958028742514803
0.136,-0.0012656623036649065,0.004269720000000006,0.0004958028742514803
0.138,-0.0010684162303664785,0.0034595264516129034,0.00079659329341316
0.14,-0.001397159685863859,0.002649332903225806,0.000896856766467051
0.142,-0.0008054214659685716,0.0019741716129032276,0.0010973837125748329
0.144,-0.0008054214659685716,0.0019741716129032276,0.0010973837125748329
0.146,-0.0006081753926701419,0.00224423612903226,0.0010973837125748329
0.148,-0.0008054214659685716,0.0034595264516129034,0.0006963298203592691
0.15,-0.0016601544502617641,0.00440475225806452,0.00079659329341316
0.152,-0.0007396727748690945,0.0023792683870967786,0.0006963298203592691
0.154,-0.0017259031413612395,0.0034595264516129034,0.0004958028742514803
0.156,-0.0017259031413612395,0.0034595264516129034,0.0004958028742514803
0.158,-0.0017259031413612395,0.004269720000000006,0.00019501245508980053
0.16,-0.001199913612565431,0.0023792683870967786,0.000896856766467051
0.162,-0.0006739240837696191,0.003594558709677422,0.0006963298203592691
0.164,-0.0015286570680628116,0.003999655483870973,0.0002952759281436984
0.166,-0.0015286570680628116,0.003189461935483871,0.0004958028742514803
0.168,-0.0017259031413612395,0.004269720000000006,0.00039553940119758935
0.17,-0.001134164921465954,0.003864623225806455,0.0002952759281436984
0.172,-0.0017916518324607184,0.004134687741935488,0.0002952759281436984
0.174,-0.0013314109947643836,0.004539784516129039,0.00039553940119758935
0.176,-0.0014629083769633344,0.00440475225806452,0.00039553940119758935
0.178,-0.0010026675392669996,0.001839139354838714,0.000896856766467051
0.18,-0.0017259031413612395,0.0034595264516129034,0.00039553940119758935
0.182,-0.0007396727748690945,0.00224423612903226,0.000997120239520942
0.184,-0.001594405759162287,0.0034595264516129034,0.00039553940119758935
0.186,-0.0007396727748690945,0.0034595264516129034,0.0005960663473053712
0.188,-0.0015286570680628116,0.00332449419354839,0.0004958028742514803
0.19,-0.0007396727748690945,0.003594558709677422,0.0004958028742514803
0.192,-0.0008711701570680488,0.003729590967741936,0.00079659329341316
0.194,-0.0008054214659685716,0.0021092038709677463,0.000997120239520942
0.196,-0.0008711701570680488,0.00224423612903226,0.000896856766467051
0.198,-0.0010026675392669996,0.00224423612903226,0.000896856766467051
0.2,-0.0017259031413612395,0.004134687741935488,0.0004958028742514803
0.202,-0.001134164921465954,0.004269720000000006,0.0004958028742514803
0.204,-0.0006081753926701419,0.002649332903225806,0.000896856766467051
0.206,-0.0014629083769633344,0.002649332903225806,0.00079659329341316
0.208,-0.001594405759162287,0.00440475225806452,0.0002952759281436984
0.21,-0.001594405759162287,0.00440475225806452,0.0002952759281436984
0.212,-0.0013314109947643836,0.004269720000000006,0.00039553940119758935
0.214,-0.0013314109947643836,0.004269720000000006,0.00039553940119758935
0.216,-0.0016601544502617641,0.004269720000000006,0.00039553940119758935
0.218,-0.0008054214659685716,0.0023792683870967786,0.000997120239520942
0.22,-0.0006081753926701419,0.003189461935483871,0.0005960663473053712
0.222,-0.0006081753926701419,0.002514300645161292,0.000896856766467051
0.224,-0.0006081753926701419,0.002514300645161292,0.000896856766467051
0.226,-0.0016601544502617641,0.003594558709677422,0.00019501245508980053
0.228,-0.0016601544502617641,0.003594558709677422,0.00019501245508980053
0.23,-0.0016601544502617641,0.003594558709677422,0.00019501245508980053
0.232,-0.0016601544502617641,0.003594558709677422,0.00019501245508980053
0.234,-0.0012656623036649065,0.004269720000000006,0.0002952759281436984
0.236,-0.001594405759162287,0.00440475225806452,0.000896856766467051
0.238,-0.0008711701570680488,0.003594558709677422,0.000896856766467051
0.24,-0.0013314109947643836,0.004539784516129039,0.0002952759281436984
0.242,-0.0016601544502617641,0.004539784516129039,0.0002952759281436984
0.244,-0.0005424267015706665,0.002919397419354839,0.000997120239520942
0.246,-0.0005424267015706665,0.002919397419354839,0.000997120239520942
0.248,-0.0005424267015706665,0.002919397419354839,0.000997120239520942
0.25,-0.0014629083769633344,0.004269720000000006,0.00039553940119758935
0.252,-0.0014629083769633344,0.004269720000000006,0.00039553940119758935
0.254,-0.0005424267015706665,0.0023792683870967786,0.0013981741317365126
0.256,-0.001594405759162287,0.004269720000000006,0.00039553940119758935
0.258,-0.0006081753926701419,0.0021092038709677463,0.000896856766467051
0.26,-0.0005424267015706665,0.002919397419354839,0.000997120239520942
0.262,-0.001397159685863859,0.00440475225806452,-0.00010577796407187229
0.264,-0.001397159685863859,0.00440475225806452,-0.00010577796407187229
0.266,-0.0005424267015706665,0.002919397419354839,0.000896856766467051
0.268,-0.0013314109947643836,0.00440475225806452,0.00019501245508980053
0.27,-0.0016601544502617641,0.004269720000000006,0.0002952759281436984
0.272,-0.0007396727748690945,0.0021092038709677463,0.000896856766467051
