force (kg),x_mag,y_mag,z_mag,,,,,
-0.67,-0.009993801,-0.010397484,-0.00230606,,-1.2194,-0.010133188,-0.011298149,-0.00152601
-0.675,-0.011834764,-0.014178387,-0.002105533,,-1.2285,-0.011974152,-0.015079052,-0.001325483
-0.68,-0.011834764,-0.014178387,-0.002105533,,-1.2376,-0.011974152,-0.015079052,-0.001325483
-0.685,-0.011834764,-0.014178387,-0.002105533,,-1.2467,-0.011974152,-0.015079052,-0.001325483
-0.69,-0.011834764,-0.014178387,-0.002105533,,-1.2558,-0.011974152,-0.015079052,-0.001325483
-0.695,-0.011703267,-0.012828065,-0.003208431,,-1.2649,-0.011842654,-0.01372873,-0.002428381
-0.7,-0.011637518,-0.01377329,-0.003208431,,-1.274,-0.011776906,-0.014673955,-0.002428381
-0.705,-0.011637518,-0.01377329,-0.003208431,,-1.2831,-0.011776906,-0.014673955,-0.002428381
-0.71,-0.012755246,-0.013233161,-0.002707114,,-1.2922,-0.012894633,-0.014133826,-0.001927064
-0.715,-0.012295005,-0.012152903,-0.003308695,,-1.3013,-0.012434392,-0.013053568,-0.002528645
-0.72,-0.012295005,-0.012152903,-0.003308695,,-1.3104,-0.012434392,-0.013053568,-0.002528645
-0.725,-0.012295005,-0.012152903,-0.003308695,,-1.3195,-0.012434392,-0.013053568,-0.002528645
-0.73,-0.012295005,-0.014718516,-0.002907641,,-1.3286,-0.012434392,-0.015619181,-0.002127591
-0.735,-0.013018241,-0.013638258,-0.003308695,,-1.3377,-0.013157628,-0.014538923,-0.002528645
-0.74,-0.012492251,-0.016068839,-0.003208431,,-1.3468,-0.012631639,-0.016969504,-0.002428381
-0.745,-0.013018241,-0.014853548,-0.002506587,,-1.3559,-0.013157628,-0.015754214,-0.001726537
-0.75,-0.011637518,-0.014853548,-0.002506587,,-1.365,-0.011776906,-0.015754214,-0.001726537
-0.755,-0.011637518,-0.014853548,-0.002506587,,-1.3741,-0.011776906,-0.015754214,-0.001726537
-0.76,-0.012820995,-0.013908323,-0.003609485,,-1.3832,-0.012960382,-0.014808988,-0.002829435
-0.765,-0.011966262,-0.015393677,-0.003007904,,-1.3923,-0.012105649,-0.016294343,-0.002227854
-0.77,-0.012952492,-0.014448452,-0.003108168,,-1.4014,-0.013091879,-0.015349117,-0.002328118
-0.775,-0.013675728,-0.016068839,-0.003208431,,-1.4105,-0.013815115,-0.016969504,-0.002428381
-0.78,-0.013675728,-0.016068839,-0.003208431,,-1.4196,-0.013815115,-0.016969504,-0.002428381
-0.785,-0.013215487,-0.014583484,-0.003709749,,-1.4287,-0.013354874,-0.015484149,-0.002929699
-0.79,-0.013215487,-0.014583484,-0.003709749,,-1.4378,-0.013354874,-0.015484149,-0.002929699
-0.795,-0.013215487,-0.014583484,-0.003709749,,-1.4469,-0.013354874,-0.015484149,-0.002929699
-0.8,-0.013215487,-0.014583484,-0.003709749,,-1.456,-0.013354874,-0.015484149,-0.002929699
-0.805,-0.013215487,-0.014583484,-0.003709749,,-1.4651,-0.013354874,-0.015484149,-0.002929699
-0.81,-0.014727707,-0.015663742,-0.003308695,,-1.4742,-0.014867094,-0.016564407,-0.002528645
-0.815,-0.014859204,-0.017689226,-0.003308695,,-1.4833,-0.014998591,-0.018589891,-0.002528645
-0.82,-0.014859204,-0.017689226,-0.003308695,,-1.4924,-0.014998591,-0.018589891,-0.002528645
-0.825,-0.015187948,-0.016879032,-0.003709749,,-1.5015,-0.015327335,-0.017779697,-0.002929699
-0.83,-0.015187948,-0.016879032,-0.003709749,,-1.5106,-0.015327335,-0.017779697,-0.002929699
-0.835,-0.015187948,-0.018094323,-0.003509222,,-1.5197,-0.015327335,-0.018994988,-0.002729172
-0.84,-0.01558244,-0.016879032,-0.003910275,,-1.5288,-0.015721827,-0.017779697,-0.003130226
-0.845,-0.015187948,-0.018904516,-0.004311329,,-1.5379,-0.015327335,-0.019805181,-0.00353128
-0.85,-0.015187948,-0.018904516,-0.004311329,,-1.547,-0.015327335,-0.019805181,-0.00353128
-0.855,-0.016108429,-0.017554194,-0.004010539,,-1.5561,-0.016247817,-0.018454859,-0.003230489
-0.86,-0.016174178,-0.019039548,-0.00461212,,-1.5652,-0.016313565,-0.019940214,-0.00383207
-0.865,-0.016305675,-0.01971471,-0.003709749,,-1.5743,-0.016445063,-0.020615375,-0.002929699
-0.87,-0.015516691,-0.019039548,-0.003910275,,-1.5834,-0.015656078,-0.019940214,-0.003130226
-0.875,-0.017423403,-0.018364387,-0.004110802,,-1.5925,-0.01756279,-0.019265052,-0.003330753
-0.88,-0.016765916,-0.019309613,-0.00461212,,-1.6016,-0.016905303,-0.020210278,-0.00383207
-0.885,-0.017949393,-0.019444645,-0.004010539,,-1.6107,-0.01808878,-0.02034531,-0.003230489
-0.89,-0.016108429,-0.019849742,-0.003408958,,-1.6198,-0.016247817,-0.020750407,-0.002628908
-0.895,-0.017291906,-0.019984774,-0.00461212,,-1.6289,-0.017431293,-0.020885439,-0.00383207
-0.9,-0.016897414,-0.020659935,-0.00491291,,-1.638,-0.017036801,-0.021560601,-0.00413286
-0.905,-0.017949393,-0.019984774,-0.004712383,,-1.6471,-0.01808878,-0.020885439,-0.003932333
-0.91,-0.017949393,-0.021200065,-0.003810012,,-1.6562,-0.01808878,-0.02210073,-0.003029962
-0.915,-0.016371424,-0.020659935,-0.004010539,,-1.6653,-0.016510811,-0.021560601,-0.003230489
-0.92,-0.018869874,-0.02093,-0.00491291,,-1.6744,-0.019009262,-0.021830665,-0.00413286
-0.925,-0.018869874,-0.02093,-0.00491291,,-1.6835,-0.019009262,-0.021830665,-0.00413286
-0.93,-0.018869874,-0.02093,-0.004010539,,-1.6926,-0.019009262,-0.021830665,-0.003230489
-0.935,-0.01860688,-0.021065032,-0.003810012,,-1.7017,-0.018746267,-0.021965697,-0.003029962
-0.94,-0.01860688,-0.021065032,-0.003810012,,-1.7108,-0.018746267,-0.021965697,-0.003029962
-0.945,-0.018869874,-0.020794968,-0.00461212,,-1.7199,-0.019009262,-0.021695633,-0.00383207
-0.95,-0.019395864,-0.022550387,-0.005213701,,-1.729,-0.019535251,-0.023451052,-0.004433651
-0.955,-0.019395864,-0.022550387,-0.005213701,,-1.7381,-0.019535251,-0.023451052,-0.004433651
-0.96,-0.019395864,-0.022550387,-0.005213701,,-1.7472,-0.019535251,-0.023451052,-0.004433651
-0.965,-0.02057934,-0.022010258,-0.004110802,,-1.7563,-0.020718728,-0.022910923,-0.003330753
-0.97,-0.018672628,-0.024035742,-0.004411593,,-1.7654,-0.018812015,-0.024936407,-0.003631543
-0.975,-0.019264366,-0.024440839,-0.004511856,,-1.7745,-0.019403754,-0.025341504,-0.003731806
-0.98,-0.019264366,-0.024440839,-0.004511856,,-1.7836,-0.019403754,-0.025341504,-0.003731806
-0.985,-0.019264366,-0.024440839,-0.004511856,,-1.7927,-0.019403754,-0.025341504,-0.003731806
-0.99,-0.021236827,-0.022955484,-0.005313964,,-1.8018,-0.021376214,-0.023856149,-0.004533914
-0.995,-0.020053351,-0.024575871,-0.005113437,,-1.8109,-0.020192738,-0.025476536,-0.004333387
-1,-0.020053351,-0.024575871,-0.005113437,,-1.82,-0.020192738,-0.025476536,-0.004333387
