force (kg),x_mag,y_mag,z_mag,,force (kg),,,
-0.75,0.013149738,-0.000810194,-0.003208431,,-1.365,0.011889993,0.001686553,-0.003996502
-0.755,0.012360754,0.000945226,-0.003308695,,-1.3741,0.011101009,0.003441972,-0.004096766
-0.76,0.014004471,-0.000135032,-0.003408958,,-1.3832,0.012744726,0.002361714,-0.004197029
-0.765,0.014201717,-0.000405097,-0.002807377,,-1.3923,0.012941972,0.00209165,-0.003595448
-0.77,0.013938723,0.000540129,-0.003509222,,-1.4014,0.012678978,0.003036875,-0.004297292
-0.775,0.015319445,-0.001080258,-0.002406323,,-1.4105,0.0140597,0.001416488,-0.003194394
-0.78,0.01354423,0.00121529,-0.003308695,,-1.4196,0.012284485,0.003712037,-0.004096766
-0.785,0.014004471,0.000810194,-0.003408958,,-1.4287,0.012744726,0.00330694,-0.004197029
-0.79,0.014004471,-0.00121529,-0.003007904,,-1.4378,0.012744726,0.001281456,-0.003795975
-0.795,0.014398963,0.001080258,-0.003709749,,-1.4469,0.013139218,0.003577005,-0.004497819
-0.8,0.014398963,0.001080258,-0.003709749,,-1.456,0.013139218,0.003577005,-0.004497819
-0.805,0.014398963,0.001080258,-0.003709749,,-1.4651,0.013139218,0.003577005,-0.004497819
-0.81,0.014267466,0.00121529,-0.003810012,,-1.4742,0.013007721,0.003712037,-0.004598083
-0.815,0.014267466,0.00121529,-0.003810012,,-1.4833,0.013007721,0.003712037,-0.004598083
-0.82,0.014530461,-0.000540129,-0.003108168,,-1.4924,0.013270716,0.001956617,-0.003896239
-0.825,0.014530461,-0.000540129,-0.003108168,,-1.5015,0.013270716,0.001956617,-0.003896239
-0.83,0.015187948,0.001350323,-0.003709749,,-1.5106,0.013928203,0.003847069,-0.004497819
-0.835,0.015187948,0.001350323,-0.003709749,,-1.5197,0.013928203,0.003847069,-0.004497819
-0.84,0.016174178,-0.000945226,-0.003509222,,-1.5288,0.014914433,0.001551521,-0.004297292
-0.845,0.016700168,0.001350323,-0.004110802,,-1.5379,0.015440423,0.003847069,-0.004898873
-0.85,0.016700168,0.001350323,-0.004110802,,-1.547,0.015440423,0.003847069,-0.004898873
-0.855,0.017226157,0,-0.003709749,,-1.5561,0.015966412,0.002496746,-0.004497819
-0.86,0.017226157,0,-0.003709749,,-1.5652,0.015966412,0.002496746,-0.004497819
-0.865,0.016502921,-0.000270065,-0.003910275,,-1.5743,0.015243177,0.002226682,-0.004698346
-0.87,0.016502921,-0.000270065,-0.003910275,,-1.5834,0.015243177,0.002226682,-0.004698346
-0.875,0.016502921,-0.000270065,-0.003910275,,-1.5925,0.015243177,0.002226682,-0.004698346
-0.88,0.018015141,-0.000405097,-0.004211066,,-1.6016,0.016755396,0.00209165,-0.004999137
-0.885,0.017291906,0.001485355,-0.004110802,,-1.6107,0.016032161,0.003982101,-0.004898873
-0.89,0.018278136,0.001350323,-0.00461212,,-1.6198,0.017018391,0.003847069,-0.005400191
-0.895,0.018278136,0.001350323,-0.00461212,,-1.6289,0.017018391,0.003847069,-0.005400191
-0.9,0.018278136,0.001350323,-0.00461212,,-1.638,0.017018391,0.003847069,-0.005400191
-0.905,0.017949393,0.000945226,-0.004411593,,-1.6471,0.016689648,0.003441972,-0.005199664
-0.91,0.017949393,0.000945226,-0.004411593,,-1.6562,0.016689648,0.003441972,-0.005199664
-0.915,0.017949393,0.000945226,-0.004411593,,-1.6653,0.016689648,0.003441972,-0.005199664
-0.92,0.018869874,0.001080258,-0.004411593,,-1.6744,0.017610129,0.003577005,-0.005199664
-0.925,0.019987602,-0.000135032,-0.004411593,,-1.6835,0.018727857,0.002361714,-0.005199664
-0.93,0.019987602,-0.000135032,-0.004411593,,-1.6926,0.018727857,0.002361714,-0.005199664
-0.935,0.019987602,-0.000135032,-0.004411593,,-1.7017,0.018727857,0.002361714,-0.005199664
-0.94,0.017949393,0.00121529,-0.005013174,,-1.7108,0.016689648,0.003712037,-0.005801245
-0.945,0.019921853,0.001620387,-0.00461212,,-1.7199,0.018662108,0.004117134,-0.005400191
-0.95,0.019921853,0.001620387,-0.00461212,,-1.729,0.018662108,0.004117134,-0.005400191
-0.955,0.01959311,0.000945226,-0.004812647,,-1.7381,0.018333365,0.003441972,-0.005600718
-0.96,0.021236827,-0.000270065,-0.004211066,,-1.7472,0.019977082,0.002226682,-0.004999137
-0.965,0.021236827,-0.000270065,-0.004211066,,-1.7563,0.019977082,0.002226682,-0.004999137
-0.97,0.019987602,0.00121529,-0.00491291,,-1.7654,0.018727857,0.003712037,-0.005700981
-0.975,0.019987602,0.00121529,-0.005113437,,-1.7745,0.018727857,0.003712037,-0.005901508
-0.98,0.020250597,0.002025484,-0.005414228,,-1.7836,0.018990852,0.00452223,-0.006202298
-0.985,0.019921853,0.001890452,-0.005013174,,-1.7927,0.018662108,0.004387198,-0.005801245
-0.99,0.020842335,0.001755419,-0.005213701,,-1.8018,0.01958259,0.004252166,-0.006001771
-0.995,0.021565571,0.001350323,-0.00491291,,-1.8109,0.020305826,0.003847069,-0.005700981
-1,0.023012042,0.000405097,-0.005113437,,-1.82,0.021752297,0.002901843,-0.005901508
