force (kg),x_mag,y_mag,z_mag
0.0,0.005214199947643968,0.003032149354838712,0.0022413899401198187
0.0118,0.005214199947643968,0.0031671816129032263,0.0024419168862276006
0.0236,0.005214199947643968,0.0031671816129032263,0.0023416534131737096
0.035399999999999994,0.00554294340314135,0.0033022138709677337,0.0023416534131737096
0.0472,0.0060031842408376865,0.0031671816129032263,0.0023416534131737096
0.059,0.00554294340314135,0.0035722783870967764,0.0014392821556886842
0.07079999999999999,0.00501695387434554,0.003437246129032255,0.0021411264670659277
0.0826,0.005937435549738209,0.0033022138709677337,0.00204086299401203
0.0944,0.00501695387434554,0.003842342903225812,0.001740072574850357
0.10619999999999999,0.0060031842408376865,0.0031671816129032263,0.0024419168862276006
0.118,0.005608692094240827,0.003707310645161284,0.0023416534131737096
0.1298,0.005871686858638734,0.0035722783870967764,0.0021411264670659277
0.14159999999999998,0.005805938167539257,0.0035722783870967764,0.0023416534131737096
0.1534,0.0060031842408376865,0.0033022138709677337,0.0023416534131737096
0.1652,0.0060031842408376865,0.0033022138709677337,0.0023416534131737096
0.177,0.005937435549738209,0.003437246129032255,0.001840336047904255
0.1888,0.005411446020942397,0.003842342903225812,0.002542180359281495
0.2006,0.005477194712041875,0.004247439677419355,0.0014392821556886842
0.21239999999999998,0.005674440785340304,0.004112407419354841,0.002642443832335386
0.22419999999999998,0.005871686858638734,0.00397737516129032,0.002542180359281495
0.236,0.005411446020942397,0.004247439677419355,0.0024419168862276006
0.24779999999999996,0.005411446020942397,0.004247439677419355,0.0024419168862276006
0.2596,0.005674440785340304,0.004112407419354841,0.0024419168862276006
0.2714,0.00554294340314135,0.004247439677419355,0.0022413899401198187
0.28319999999999995,0.006266179005235592,0.00397737516129032,0.001740072574850357
0.295,0.006266179005235592,0.00397737516129032,0.001740072574850357
0.3068,0.00554294340314135,0.004112407419354841,0.001940599520958139
0.3186,0.005608692094240827,0.00438247193548387,0.001740072574850357
0.3304,0.006266179005235592,0.00397737516129032,0.0027427073053892803
0.34219999999999995,0.005608692094240827,0.00438247193548387,0.002542180359281495
0.354,0.005608692094240827,0.00438247193548387,0.002542180359281495
0.36579999999999996,0.00574018947643978,0.00438247193548387,0.001740072574850357
0.3776,0.006397676387434544,0.00397737516129032,0.0028429707784431747
0.3894,0.006660671151832449,0.004112407419354841,0.0024419168862276006
0.4012,0.0065291737696334985,0.004247439677419355,0.0022413899401198187
0.413,0.006200430314136116,0.004247439677419355,0.002943234251497062
0.42479999999999996,0.006200430314136116,0.004247439677419355,0.002943234251497062
0.4366,0.006660671151832449,0.004247439677419355,0.002642443832335386
0.44839999999999997,0.006660671151832449,0.004247439677419355,0.002642443832335386
0.4602,0.006660671151832449,0.004247439677419355,0.002642443832335386
0.472,0.006134681623036639,0.004247439677419355,0.002642443832335386
0.48379999999999995,0.006134681623036639,0.004247439677419355,0.002642443832335386
0.49559999999999993,0.006266179005235592,0.004517504193548384,0.0024419168862276006
0.5074,0.006266179005235592,0.004517504193548384,0.0024419168862276006
0.5192,0.006068932931937162,0.004787568709677413,0.001639809101796466
0.531,0.006726419842931928,0.004247439677419355,0.002642443832335386
0.5428,0.006726419842931928,0.004247439677419355,0.002642443832335386
0.5546,0.006726419842931928,0.004247439677419355,0.002642443832335386
0.5663999999999999,0.006068932931937162,0.005192665483870956,0.001639809101796466
0.5781999999999999,0.006068932931937162,0.005192665483870956,0.001639809101796466
0.59,0.006200430314136116,0.005192665483870956,0.001639809101796466
0.6018,0.006200430314136116,0.005192665483870956,0.0014392821556886842
0.6136,0.006463425078534021,0.005192665483870956,0.0014392821556886842
0.6254,0.006397676387434544,0.004922600967741934,0.0014392821556886842
0.6372,0.006397676387434544,0.004922600967741934,0.0014392821556886842
0.649,0.007186660680628261,0.004517504193548384,0.0021411264670659277
0.6608,0.007186660680628261,0.004922600967741934,0.0021411264670659277
0.6725999999999999,0.006792168534031402,0.004652536451612906,0.0024419168862276006
0.6843999999999999,0.006989414607329832,0.005192665483870956,0.0013390186826347864
0.6961999999999999,0.0072524093717277385,0.005192665483870956,0.0021411264670659277
0.708,0.006463425078534021,0.005057633225806449,0.0024419168862276006
0.7198,0.006923665916230356,0.0053276977419354915,0.0013390186826347864
0.7315999999999999,0.007318158062827214,0.005462729999999999,0.0024419168862276006
0.7434,0.006857917225130879,0.005597762258064513,0.0023416534131737096
0.7552,0.006726419842931928,0.005462729999999999,0.0012387552095808954
0.767,0.007515404136125644,0.005192665483870956,0.00204086299401203
0.7788,0.007515404136125644,0.005057633225806449,0.0024419168862276006
0.7906,0.006857917225130879,0.005462729999999999,0.0022413899401198187
0.8024,0.007055163298429309,0.006272923548387099,0.001740072574850357
0.8141999999999999,0.007318158062827214,0.006407955806451621,0.0009379647904192226
0.826,0.00797564497382198,0.005597762258064513,0.00204086299401203
0.8377999999999999,0.00797564497382198,0.005867826774193542,0.0023416534131737096
0.8495999999999999,0.00797564497382198,0.005732794516129035,0.0024419168862276006
0.8613999999999999,0.007909896282722503,0.005462729999999999,0.00204086299401203
0.8732,0.007515404136125644,0.006542988064516128,0.0014392821556886842
0.885,0.007515404136125644,0.005057633225806449,0.002542180359281495
0.8967999999999999,0.00777839890052355,0.006137891290322578,0.0013390186826347864
0.9086,0.008370137120418838,0.005597762258064513,0.002542180359281495
0.9204,0.008370137120418838,0.005597762258064513,0.002542180359281495
0.9322,0.008501634502617792,0.006407955806451621,0.0013390186826347864
