duty cycle,roll_raw,pitch_raw,yaw_raw,roll_corr,pitch_corr,yaw_corr
-0.0,0.01978778839111328,-0.0027654170989990234,-0.004558086395263672,0.01978778839111328,-0.0027654170989990234,-0.004558086395263672
-0.00125,0.023901939392089844,0.0018870830535888672,-0.013280868530273438,0.023901939392089844,0.0018870830535888672,-0.013280868530273438
-0.0025,0.023901939392089844,0.0018870830535888672,-0.013280868530273438,-0.004170417785644531,0.027131319046020508,-0.03615713119506836
-0.00375,-0.004170417785644531,0.027131319046020508,-0.03615713119506836,-0.004170417785644531,0.027131319046020508,-0.03615713119506836
-0.005,-0.004170417785644531,0.027131319046020508,-0.03615713119506836,-4.696846008300781e-05,0.004944562911987305,-0.006969928741455078
-0.00625,-4.696846008300781e-05,0.004944562911987305,-0.006969928741455078,0.021167278289794922,-0.007727861404418945,0.002166748046875
-0.0075,0.021167278289794922,-0.007727861404418945,0.002166748046875,0.021167278289794922,-0.007727861404418945,0.002166748046875
-0.00875,0.003974199295043945,0.01652693748474121,-0.025199413299560547,0.003974199295043945,0.01652693748474121,-0.025199413299560547
-0.01,0.003974199295043945,0.01652693748474121,-0.025199413299560547,0.003974199295043945,0.01652693748474121,-0.025199413299560547
-0.01125,0.003974199295043945,0.01652693748474121,-0.025199413299560547,0.003974199295043945,0.01652693748474121,-0.025199413299560547
-0.0125,0.021167278289794922,-0.013508796691894531,0.01072549819946289,0.021167278289794922,-0.013508796691894531,0.01072549819946289
-0.01375,0.021167278289794922,-0.013508796691894531,0.01072549819946289,0.0012907981872558594,-0.0027992725372314453,0.0034241676330566406
-0.015,0.0075299739837646484,0.011338472366333008,-0.01947927474975586,0.0075299739837646484,0.011338472366333008,-0.01947927474975586
-0.01625,0.0075299739837646484,0.011338472366333008,-0.01947927474975586,0.0075299739837646484,0.011338472366333008,-0.01947927474975586
-0.0175,0.0075299739837646484,0.011338472366333008,-0.01947927474975586,0.0075299739837646484,0.011338472366333008,-0.01947927474975586
-0.01875,0.0075299739837646484,0.011338472366333008,-0.01947927474975586,0.016629695892333984,-0.013007879257202148,0.011838436126708984
