duty cycle,x_mag_raw,y_mag_raw,z_mag_raw
0.0,0.0,0.0,0.0
0.00125,0.0008279997855424881,0.0,0.0
0.0025,0.0009200014173984528,0.0,0.0
0.00375,0.0010120011866092682,0.0,0.0
0.005,0.0009200014173984528,0.0,0.0
0.00625,0.0009200014173984528,0.0,0.0
0.0075,0.0009200014173984528,0.0,0.0
0.00875,0.0006440002471208572,0.0,0.0
0.01,0.0008279997855424881,0.0,0.0
0.01125,0.0008279997855424881,0.0,0.0
0.0125,0.0008279997855424881,0.0,0.0
0.01375,0.0008279997855424881,0.0,0.0
0.015,0.0008279997855424881,0.0,0.0
0.01625,0.0001840014010667801,0.0,0.0
0.0175,0.00036800093948841095,0.0,0.0
0.01875,0.00036800093948841095,0.0,0.0
0.02,0.0010120011866092682,0.0,0.0
0.02125,0.0012880004942417145,0.0,0.0
0.0225,0.0009200014173984528,0.0,0.0
0.02375,0.0007360000163316727,0.0,0.0
0.025,0.0012880004942417145,0.0,0.0
0.02625,0.0012880004942417145,0.0,0.0
0.0275,0.0012880004942417145,0.0,0.0
0.02875,0.001196000725030899,0.0,0.0
0.03,0.001196000725030899,0.0,0.0
0.03125,0.0012880004942417145,0.0,0.0
0.0325,0.0012880004942417145,0.0,0.0
0.03375,0.0012880004942417145,0.0,0.0
0.035,0.0012880004942417145,0.0,0.0
0.03625,0.0012880004942417145,0.0,0.0
0.0375,0.0012880004942417145,0.0,0.0
0.03875,0.0004600007086992264,0.0,0.0
0.04,0.0004600007086992264,0.0,0.0
0.04125,0.001196000725030899,0.0,0.0
0.0425,0.001196000725030899,0.0,0.0
0.04375,0.001196000725030899,0.0,0.0
0.045,0.001196000725030899,0.0,0.0
0.04625,0.0010120011866092682,0.0,0.0
0.0475,0.0011040009558200836,0.0,0.0
0.04875,0.0007360000163316727,0.0,0.0
0.05,0.0007360000163316727,0.0,0.0
0.05125,0.0008279997855424881,0.0,0.0
0.0525,0.0005520004779100418,0.0,0.0
0.05375,0.0008279997855424881,0.0,0.0
0.055,0.0008279997855424881,0.0,0.0
0.05625,0.0008279997855424881,0.0,0.0
0.0575,0.0008279997855424881,0.0,0.0
0.05875,0.0006440002471208572,0.0,0.0
0.06,0.0006440002471208572,0.0,0.0
0.06125,0.00036800093948841095,0.0,0.0
0.0625,0.0005520004779100418,0.0,0.0
0.06375,0.0008279997855424881,0.0,0.0
0.065,0.0008279997855424881,0.0,0.0
0.06625,0.0008279997855424881,0.0,0.0
0.0675,0.0008279997855424881,0.0,0.0
0.06875,0.0008279997855424881,0.0,0.0
0.07,0.0009200014173984528,0.0,0.0
0.07125,0.0010120011866092682,0.0,0.0
0.0725,0.0008279997855424881,0.0,0.0
0.07375,0.0010120011866092682,0.0,0.0
0.075,0.0009200014173984528,0.0,0.0
0.07625,0.0004600007086992264,0.0,0.0
0.0775,0.0005520004779100418,0.0,0.0
0.07875,0.0004600007086992264,0.0,0.0
0.08,0.0005520004779100418,0.0,0.0
0.08125,0.0005520004779100418,0.0,0.0
0.0825,0.0005520004779100418,0.0,0.0
0.08375,0.0005520004779100418,0.0,0.0
0.085,0.0004600007086992264,0.0,0.0
0.08625,0.0004600007086992264,0.0,0.0
0.0875,0.0008279997855424881,0.0,0.0
0.08875,0.0008279997855424881,0.0,0.0
0.09,0.0008279997855424881,0.0,0.0
0.09125,0.0007360000163316727,0.0,0.0
0.0925,0.0004600007086992264,0.0,0.0
0.09375,0.0004600007086992264,0.0,0.0
0.095,0.0007360000163316727,0.0,0.0
0.09625,0.0008279997855424881,0.0,0.0
0.0975,0.0002760011702775955,0.0,0.0
0.09875,0.0004600007086992264,0.0,0.0
0.1,0.0004600007086992264,0.0,0.0
0.10125,0.0004600007086992264,0.0,0.0
0.1025,0.0005520004779100418,0.0,0.0
0.10375,0.0005520004779100418,0.0,0.0
0.105,0.0004600007086992264,0.0,0.0
0.10625,0.0004600007086992264,0.0,0.0
0.1075,0.0007360000163316727,0.0,0.0
0.10875,0.0004600007086992264,0.0,0.0
0.11,0.0004600007086992264,0.0,0.0
0.11125,0.0004600007086992264,0.0,0.0
0.1125,0.0007360000163316727,0.0,0.0
0.11375,0.0007360000163316727,0.0,0.0
0.115,0.00036800093948841095,0.0,0.0
0.11625,0.00036800093948841095,0.0,0.0
0.1175,0.00036800093948841095,0.0,0.0
0.11875,0.0005520004779100418,0.0,0.0
0.12,0.00036800093948841095,0.0,0.0
0.12125,0.00036800093948841095,0.0,0.0
0.1225,0.0005520004779100418,0.0,0.0
0.12375,0.0005520004779100418,0.0,0.0
0.125,0.0002760011702775955,0.0,0.0
0.12625,0.0002760011702775955,0.0,0.0
0.1275,0.0008279997855424881,0.0,0.0
0.12875,0.0008279997855424881,0.0,0.0
0.13,0.00036800093948841095,0.0,0.0
0.13125,0.00036800093948841095,0.0,0.0
0.1325,0.00036800093948841095,0.0,0.0
0.13375,0.0005520004779100418,0.0,0.0
0.135,0.0005520004779100418,0.0,0.0
0.13625,0.0005520004779100418,0.0,0.0
0.1375,0.0005520004779100418,0.0,0.0
0.13875,0.0005520004779100418,0.0,0.0
0.14,0.0005520004779100418,0.0,0.0
0.14125,0.0006440002471208572,0.0,0.0
0.1425,0.0006440002471208572,0.0,0.0
0.14375,0.00036800093948841095,0.0,0.0
0.145,0.0005520004779100418,0.0,0.0
0.14625,0.0004600007086992264,0.0,0.0
0.1475,0.00036800093948841095,0.0,0.0
0.14875,0.00036800093948841095,0.0,0.0
0.15,0.00036800093948841095,0.0,0.0
0.15125,0.0004600007086992264,0.0,0.0
0.1525,0.0002760011702775955,0.0,0.0
0.15375,0.0005520004779100418,0.0,0.0
0.155,0.0005520004779100418,0.0,0.0
0.15625,0.00036800093948841095,0.0,0.0
0.1575,0.00036800093948841095,0.0,0.0
0.15875,0.00036800093948841095,0.0,0.0
0.16,0.00036800093948841095,0.0,0.0
0.16125,0.0001840014010667801,0.0,0.0
0.1625,0.0001840014010667801,0.0,0.0
0.16375,0.0001840014010667801,0.0,0.0
0.165,0.0002760011702775955,0.0,0.0
0.16625,0.0004600007086992264,0.0,0.0
0.1675,0.0008279997855424881,0.0,0.0
0.16875,0.0008279997855424881,0.0,0.0
0.17,0.0004600007086992264,0.0,0.0
0.17125,0.0004600007086992264,0.0,0.0
0.1725,0.0004600007086992264,0.0,0.0
0.17375,0.0004600007086992264,0.0,0.0
0.175,0.0005520004779100418,0.0,0.0
0.17625,0.00036800093948841095,0.0,0.0
0.1775,0.0007360000163316727,0.0,0.0
0.17875,0.0006440002471208572,0.0,0.0
0.18,0.0007360000163316727,0.0,0.0
0.18125,0.0007360000163316727,0.0,0.0
0.1825,0.0007360000163316727,0.0,0.0
0.18375,0.00036800093948841095,0.0,0.0
0.185,0.00036800093948841095,0.0,0.0
0.18625,0.0006440002471208572,0.0,0.0
0.1875,0.0005520004779100418,0.0,0.0
0.18875,0.0002760011702775955,0.0,0.0
0.19,0.00036800093948841095,0.0,0.0
0.19125,0.0006440002471208572,0.0,0.0
0.1925,0.0004600007086992264,0.0,0.0
0.19375,0.0006440002471208572,0.0,0.0
0.195,0.0005520004779100418,0.0,0.0
0.19625,0.0006440002471208572,0.0,0.0
0.1975,0.0004600007086992264,0.0,0.0
0.19875,0.0002760011702775955,0.0,0.0
0.2,0.0005520004779100418,0.0,0.0
0.20125,0.0005520004779100418,0.0,0.0
0.2025,0.0005520004779100418,0.0,0.0
0.20375,0.0005520004779100418,0.0,0.0
0.205,0.0005520004779100418,0.0,0.0
0.20625,0.0005520004779100418,0.0,0.0
0.2075,0.00036800093948841095,0.0,0.0
0.20875,0.00036800093948841095,0.0,0.0
0.21,0.0007360000163316727,0.0,0.0
0.21125,0.0007360000163316727,0.0,0.0
0.2125,0.0007360000163316727,0.0,0.0
0.21375,0.0001840014010667801,0.0,0.0
0.215,0.0001840014010667801,0.0,0.0
0.21625,0.0001840014010667801,0.0,0.0
0.2175,0.00036800093948841095,0.0,0.0
0.21875,0.0004600007086992264,0.0,0.0
0.22,0.0004600007086992264,0.0,0.0
0.22125,0.0005520004779100418,0.0,0.0
0.2225,0.0005520004779100418,0.0,0.0
0.22375,0.0006440002471208572,0.0,0.0
0.225,0.0006440002471208572,0.0,0.0
0.22625,0.0005520004779100418,0.0,0.0
0.2275,0.0004600007086992264,0.0,0.0
0.22875,0.0005520004779100418,0.0,0.0
0.23,0.0005520004779100418,0.0,0.0
0.23125,9.199976921081543e-05,0.0,0.0
0.2325,9.199976921081543e-05,0.0,0.0
0.23375,9.199976921081543e-05,0.0,0.0
0.235,0.0004600007086992264,0.0,0.0
0.23625,0.0004600007086992264,0.0,0.0
0.2375,0.0002760011702775955,0.0,0.0
0.23875,0.0002760011702775955,0.0,0.0
0.24,0.0002760011702775955,0.0,0.0
0.24125,0.0004600007086992264,0.0,0.0
0.2425,0.0004600007086992264,0.0,0.0
0.24375,0.0004600007086992264,0.0,0.0
0.245,0.0004600007086992264,0.0,0.0
0.24625,0.0004600007086992264,0.0,0.0
0.2475,0.0006440002471208572,0.0,0.0
0.24875,0.0006440002471208572,0.0,0.0
0.25,0.0006440002471208572,0.0,0.0
-0.0,0.0,0.0,0.0
-0.00125,0.0004600007086992264,0.0,0.0
-0.0025,0.0006440002471208572,0.0,0.0
-0.00375,0.0006440002471208572,0.0,0.0
-0.005,0.0006440002471208572,0.0,0.0
-0.00625,0.0002759993076324463,0.0,0.0
-0.0075,0.0003679990768432617,0.0,0.0
-0.00875,0.0007360000163316727,0.0,0.0
-0.01,0.00018399953842163086,0.0,0.0
-0.01125,0.0003679990768432617,0.0,0.0
-0.0125,0.0006440002471208572,0.0,0.0
-0.01375,0.0005520004779100418,0.0,0.0
-0.015,0.0007360000163316727,0.0,0.0
-0.01625,-0.00018399953842163086,0.0,0.0
-0.0175,0.0003679990768432617,0.0,0.0
-0.01875,-0.00036800093948841095,0.0,0.0
-0.02,-0.00036800093948841095,0.0,0.0
-0.02125,-0.0004600007086992264,0.0,0.0
-0.0225,0.0003679990768432617,0.0,0.0
-0.02375,0.0,0.0,0.0
