x_mag,y_mag,z_mag,force (kg)
1.1177277486932105e-05,0.00026601354838715063,-6.116071856286653e-05,0.0
1.1177277486932105e-05,0.00026601354838715063,-6.116071856286653e-05,0.0025
1.1177277486932105e-05,0.00026601354838715063,-6.116071856286653e-05,0.005
1.1177277486932105e-05,0.00026601354838715063,-6.116071856286653e-05,0.0075
1.1177277486932105e-05,0.00026601354838715063,-6.116071856286653e-05,0.01
1.1177277486932105e-05,0.00026601354838715063,3.9102754491024405e-05,0.0125
1.1177277486932105e-05,0.00026601354838715063,3.9102754491024405e-05,0.015
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.0175
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.02
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.0225
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.025
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.0275
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.03
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.0325
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.035
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.0375
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.04
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.0425
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.045
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.0475
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.05
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.0525
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.055
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.0575
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.06
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.0625
0.00020842335078536008,0.00040104580645166504,3.9102754491024405e-05,0.065
0.0006029154973822212,-0.00027411548387091395,-0.0002616876646706484,0.0675
0.0006029154973822212,-0.00027411548387091395,-0.0002616876646706484,0.07
0.0006029154973822212,-0.00027411548387091395,-0.0002616876646706484,0.0725
0.0006029154973822212,-0.00027411548387091395,-0.0002616876646706484,0.075
0.0006029154973822212,-0.00027411548387091395,-0.0002616876646706484,0.0775
