duty cycle,x_mag_raw,y_mag_raw,z_mag_raw,x_mag_corr,y_mag_corr,z_mag_corr
0.1525,-0.0017645744115983419,0.004566231326204553,0.0018957127838230142,0.0002851616040650891,-0.0037679703395679907,-0.0002871019860835877
0.15375,-0.0017645744115983419,0.004566231326204553,0.0018957127838230142,0.0002851616040650891,-0.0037679703395679907,-0.0002871019860835877
0.155,-0.0017645744115983419,0.004566231326204553,0.0018957127838230142,0.00027297360553175855,-0.0037786507981166575,-0.0002743297955352386
0.15625,-0.0017645744115983419,0.004566231326204553,0.0018957127838230142,0.00026879891752865656,-0.003782207825972172,-0.0002699615752956852
0.1575,-0.0017645744115983419,0.004566231326204553,0.0018957127838230142,0.00026879891752865656,-0.003782207825972172,-0.0002699615752956852
0.15875,-0.00194857441568126,0.002082231969577089,0.0018037130146121988,0.00013307086071074562,-0.007431634259072603,-0.0003658014446180219
0.16,-0.00194857441568126,0.002082231969577089,0.0018037130146121988,0.00012444161223446396,-0.007438740502298535,-0.00035678815666308206
0.16125,-0.0020405741848920755,0.005946231589657083,0.0009757150917148599,5.429437840257477e-05,-0.0017709364414562993,-0.0012545697657371166
0.1625,-0.0015805744075154237,0.005026231103581205,0.0017117132454013834,0.0003785833668015076,-0.0031248082374718752,-0.00044781702102777987
0.16375,-0.0015805744075154237,0.005026231103581205,0.0017117132454013834,0.0003785833668015076,-0.0031248082374718752,-0.00044781702102777987
0.165,-0.0015805744075154237,0.005026231103581205,0.0017117132454013834,0.0003695067253656867,-0.003131901980721649,-0.00043836124010390026
0.16625,-0.0015805744075154237,0.005026231103581205,0.0017117132454013834,0.0003695067253656867,-0.003131901980721649,-0.00043836124010390026
0.1675,-0.0015805744075154237,0.005026231103581205,0.0017117132454013834,0.0003695067253656867,-0.003131901980721649,-0.00043836124010390026
0.16875,-0.0020405741848920755,0.005118230872792021,0.0007917118280029306,3.1463075728129734e-05,-0.0030039572581449896,-0.0014313191128971434
0.17,-0.0020405741848920755,0.005118230872792021,0.0007917118280029306,0.00028972400283580526,-0.005438079306172974,-2.2709257330402743e-05
0.17125,-0.0016725741767262391,0.0028182319859087618,0.0018957127838230142,2.1939580000293352e-05,-0.005306586888478126,-0.001220894506578779
0.1725,-0.0020405741848920755,0.006038231358867899,0.0007917118280029306,0.00014859150096577668,-0.0016642541986088485,-0.0014163898513974427
0.17375,-0.0016725741767262391,0.0036462308401286753,0.0021717120914554605,0.0002702306273568598,-0.0051821647765405154,9.779088423997329e-05
0.175,-0.0020405741848920755,0.0031862310627520235,0.0015277137069797525,7.298455405843011e-05,-0.005992358324927605,-0.0005037899540833723
0.17625,-0.0020405741848920755,0.0031862310627520235,0.0015277137069797525,7.235862958953829e-06,-0.0058573260668630875,-0.0006040534271372702
0.1775,-0.0020405741848920755,0.006130231128078714,0.0010677148609256754,-7.969564066942925e-06,-0.0015468898924522918,-0.0010896145647305774
0.17875,-0.0017645744115983419,0.005670231350702062,0.0015277137069797525,0.00018927650923148678,-0.0022220511827748743,-0.0005882971994611158
0.18,-0.0017645744115983419,0.004842231565159574,0.0019877125530338297,0.00018409663497949164,-0.00344087040824605,-8.161764253294956e-05
0.18125,-0.0020405741848920755,0.003278230831962839,0.0010677148609256754,-2.36762246973634e-05,-0.005743471955654101,-0.001073362888003436
