duty cycle,x_mag_raw,y_mag_raw,z_mag_raw
0.0,0.0,0.0,0.0
0.005,0.0,0.0,0.0
0.01,-0.025760000571608543,0.0,-0.000643998384475708
0.015,-0.025760000571608543,0.0,-0.000643998384475708
0.02,-0.025760000571608543,0.0,-0.000643998384475708
0.025,-0.025760000571608543,0.0,-0.000643998384475708
0.03,-0.025299999862909317,0.0,0.0
0.035,-0.025483999401330948,-0.00027600000612437725,-0.0003679990768432617
0.04,-0.025483999401330948,-0.00027600000612437725,-0.0003679990768432617
0.045,-0.02621999941766262,9.200000204145908e-05,-9.199976921081543e-05
0.05,-0.02621999941766262,9.200000204145908e-05,0.00018400326371192932
0.055,-0.025576001033186913,-9.200000204145908e-05,0.0004600025713443756
0.06,-0.025483999401330948,0.0,-0.000643998384475708
0.065,-0.025576001033186913,-9.200000204145908e-05,-0.000643998384475708
0.07,-0.025576001033186913,-9.200000204145908e-05,-0.000643998384475708
0.075,-0.025576001033186913,-9.200000204145908e-05,-0.000643998384475708
0.08,-0.025576001033186913,-9.200000204145908e-05,-0.000643998384475708
0.085,-0.026312001049518585,0.0005520000122487545,-0.0003679990768432617
0.09,-0.026680000126361847,9.200000204145908e-05,-0.00018399953842163086
0.095,-0.026312001049518585,0.0005520000122487545,-0.0003679990768432617
0.1,-0.02658800035715103,0.0004600000102072954,-0.00045999884605407715
0.105,-0.02658800035715103,0.00036800000816583633,-0.0008279979228973389
0.11,-0.026680000126361847,0.0005520000122487545,-0.0008279979228973389
0.115,-0.026312001049518585,0.0005520000122487545,-0.000643998384475708
0.12,-0.026312001049518585,0.0005520000122487545,-0.000643998384475708
0.125,-0.026312001049518585,0.0005520000122487545,-0.000643998384475708
0.13,-0.026312001049518585,0.0005520000122487545,-0.000643998384475708
0.135,-0.026312001049518585,0.0005520000122487545,-0.00045999884605407715
0.14,-0.026863999664783478,0.00027600000612437725,-0.0007359981536865234
0.145,-0.02658800035715103,0.0006440000142902136,-0.000643998384475708
0.15,-0.02658800035715103,0.0006440000142902136,-0.00018399953842163086
0.155,-0.026771999895572662,0.0005520000122487545,-0.00018399953842163086
0.16,-0.026771999895572662,0.0005520000122487545,-0.00018399953842163086
0.165,-0.026955999433994293,0.00027600000612437725,-0.0007359981536865234
0.17,-0.026771999895572662,0.0006440000142902136,-0.0003679990768432617
0.175,-0.027048001065850258,0.00027600000612437725,-0.0003679990768432617
0.18,-0.02723200060427189,0.0004600000102072954,-0.0005519986152648926
0.185,-0.027324000373482704,0.00027600000612437725,-0.00045999884605407715
0.19,-0.027324000373482704,0.00027600000612437725,-0.00045999884605407715
0.195,-0.027140000835061073,0.00036800000816583633,-0.0005519986152648926
0.2,-0.027324000373482704,0.00027600000612437725,-0.00045999884605407715
0.205,-0.027324000373482704,0.00027600000612437725,-0.00045999884605407715
0.21,-0.027324000373482704,0.0006440000142902136,-0.0007359981536865234
0.215,-0.027140000835061073,0.00036800000816583633,-0.0008279979228973389
0.22,-0.027140000835061073,0.00036800000816583633,-0.0008279979228973389
0.225,-0.027140000835061073,0.0005520000122487545,-0.0008279979228973389
0.23,-0.027507999911904335,0.0005520000122487545,-0.0008279979228973389
0.235,-0.027140000835061073,0.00036800000816583633,-0.0008279979228973389
0.24,-0.027140000835061073,0.0007360000163316727,-0.0003679990768432617
0.245,-0.02759999968111515,0.0007360000163316727,-0.0003679990768432617
0.25,-0.02759999968111515,0.0007360000163316727,-0.0003679990768432617
0.255,-0.02759999968111515,0.00027600000612437725,-0.000643998384475708
0.26,-0.027876000851392746,0.00027600000612437725,-0.000643998384475708
0.265,-0.027507999911904335,0.00027600000612437725,-0.00045999884605407715
0.27,-0.028243999928236008,0.0005520000122487545,-0.0007359981536865234
0.275,-0.02796800062060356,0.0005520000122487545,-0.0007359981536865234
0.28,-0.02796800062060356,0.0005520000122487545,-0.0007359981536865234
0.285,-0.02861200086772442,0.0,-0.00045999884605407715
0.29,-0.02861200086772442,0.0,-0.00045999884605407715
0.295,-0.028888000175356865,0.00018400000408291817,-0.0008279979228973389
0.3,-0.028060000389814377,0.0005520000122487545,-0.0007359981536865234
0.305,-0.028060000389814377,0.0006440000142902136,-0.0005519986152648926
0.31,-0.02796800062060356,0.0006440000142902136,-0.00045999884605407715
0.315,-0.02861200086772442,0.00036800000816583633,-0.0003679990768432617
0.32,-0.02861200086772442,0.0005520000122487545,-0.000643998384475708
0.325,-0.029071999713778496,0.0005520000122487545,-0.000643998384475708
0.33,-0.029071999713778496,0.0005520000122487545,-0.000643998384475708
0.335,-0.029624000191688538,9.200000204145908e-05,-0.000643998384475708
0.34,-0.028520001098513603,0.0008279999019578099,-0.0007359981536865234
0.345,-0.028888000175356865,0.00036800000816583633,-0.0002759993076324463
0.35,-0.02759999968111515,0.0005520000122487545,-0.0005519986152648926
0.355,-0.02897999994456768,0.00018400000408291817,-0.0003679990768432617
0.36,-0.02999200113117695,0.00036800000816583633,-0.0007359981536865234
0.365,-0.02999200113117695,0.00036800000816583633,-0.0007359981536865234
0.37,-0.02999200113117695,0.00036800000816583633,-0.0007359981536865234
0.375,-0.02861200086772442,0.0007360000163316727,-0.000643998384475708
0.38,-0.02861200086772442,0.0007360000163316727,-0.000643998384475708
0.385,-0.02934800088405609,0.00036800000816583633,-0.0007359981536865234
0.39,-0.02934800088405609,0.00036800000816583633,-0.0007359981536865234
0.395,-0.03054399974644184,9.200000204145908e-05,-0.0008279979228973389
0.4,-0.03054399974644184,9.200000204145908e-05,-0.0008279979228973389
0.405,-0.03054399974644184,9.200000204145908e-05,-0.0008279979228973389
0.41,-0.03054399974644184,9.200000204145908e-05,-0.0008279979228973389
0.415,-0.030451999977231026,0.0005520000122487545,-0.000643998384475708
0.42,-0.030451999977231026,0.0005520000122487545,-0.000643998384475708
0.425,-0.030451999977231026,0.0005520000122487545,-9.199976921081543e-05
0.43,-0.03017600066959858,0.0004600000102072954,-0.00045999884605407715
0.435,-0.031004000455141068,0.00036800000816583633,-0.0007359981536865234
0.44,-0.031004000455141068,0.0006440000142902136,-0.00018399953842163086
0.445,-0.031004000455141068,0.0006440000142902136,-0.00018399953842163086
0.45,-0.031096000224351883,0.00027600000612437725,-0.0009199976921081543
0.455,-0.031096000224351883,0.00027600000612437725,-0.0009199976921081543
0.46,-0.031096000224351883,0.00027600000612437725,-0.0009199976921081543
0.465,-0.031004000455141068,0.00036800000816583633,-0.000643998384475708
0.47,-0.031004000455141068,0.00036800000816583633,-0.000643998384475708
0.475,-0.03256800025701523,0.0008279999019578099,-0.0003679990768432617
0.48,-0.03256800025701523,0.0008279999019578099,-0.0003679990768432617
0.485,-0.03275199979543686,0.00027600000612437725,-0.0007359981536865234
0.49,-0.031832000240683556,0.0004600000102072954,-0.000643998384475708
0.495,-0.03192400000989437,0.00036800000816583633,-0.000643998384475708
0.5,-0.03220000024884939,0.0004600000102072954,-0.0008279979228973389
0.505,-0.03220000024884939,0.0004600000102072954,-0.0008279979228973389
0.51,-0.03220000024884939,0.0004600000102072954,-0.0008279979228973389
0.515,-0.03192400000989437,0.00036800000816583633,-0.0009199976921081543
0.52,-0.03192400000989437,0.00036800000816583633,-0.0009199976921081543
0.525,-0.03192400000989437,0.00036800000816583633,-0.0009199976921081543
0.53,-0.03275199979543686,0.0007360000163316727,-0.0008279979228973389
0.535,-0.034040000289678574,0.00027600000612437725,-0.00045999884605407715
0.54,-0.034040000289678574,0.00027600000612437725,-0.00045999884605407715
0.545,-0.03367200028151274,0.00027600000612437725,-0.0011039972305297852
0.55,-0.034316000528633595,0.0004600000102072954,-0.0005519986152648926
0.555,-0.034316000528633595,0.0007360000163316727,-0.000643998384475708
0.56,-0.03367200028151274,0.0004600000102072954,-0.000643998384475708
0.565,-0.03376400005072355,0.0005520000122487545,-0.0008279979228973389
0.57,-0.03367200028151274,0.0005520000122487545,-0.0007359981536865234
0.575,-0.03413200005888939,0.00027600000612437725,-0.00045999884605407715
0.58,-0.03413200005888939,0.00027600000612437725,-0.00045999884605407715
0.585,-0.034776000306010246,0.00027600000612437725,-0.00018399953842163086
0.59,-0.034776000306010246,0.00018400000408291817,-0.00045999884605407715
0.595,-0.0563960000872612,0.00027600000612437725,-0.0005519986152648926
0.6,-0.03284400049597025,0.00027600000612437725,-0.00018399953842163086
0.605,-0.03284400049597025,0.00027600000612437725,-0.00018399953842163086
0.61,-0.03413200005888939,0.0007360000163316727,-0.0007359981536865234
0.615,-0.03413200005888939,0.0007360000163316727,-0.0007359981536865234
0.62,-0.03413200005888939,0.0007360000163316727,-0.0007359981536865234
0.625,-0.03413200005888939,0.00027600000612437725,-0.00045999884605407715
0.63,-0.038364000618457794,0.00027600000612437725,-0.0003679990768432617
0.635,-0.038364000618457794,0.00027600000612437725,-0.0003679990768432617
0.64,-0.038364000618457794,0.00027600000612437725,-0.0003679990768432617
0.645,-0.037444000132381916,0.00027600000612437725,-0.0003679990768432617
0.65,-0.0373520003631711,0.00036800000816583633,-0.0007359981536865234
0.655,-0.0373520003631711,0.00036800000816583633,-0.0007359981536865234
0.66,-0.0373520003631711,0.00036800000816583633,-0.0007359981536865234
0.665,-0.03790399990975857,0.00027600000612437725,-0.000643998384475708
0.67,-0.058972000144422054,0.0004600000102072954,-0.00018399953842163086
0.675,-0.03597200009971857,0.00018400000408291817,-0.000643998384475708
0.68,-0.03597200009971857,0.00018400000408291817,-0.000643998384475708
0.685,-0.03597200009971857,0.00018400000408291817,-0.000643998384475708
0.69,-0.04011200042441487,9.200000204145908e-05,-0.0007359981536865234
0.695,-0.035604000091552734,0.00036800000816583633,-0.0007359981536865234
0.7,-0.035604000091552734,0.00036800000816583633,-0.0007359981536865234
