x_mag,y_mag,z_mag,force (kg)
0.0016548945549738087,0.006453191612903201,0.0012101801197604914,0.0
0.0016548945549738087,0.006453191612903201,0.0012101801197604914,0.0025
0.0016548945549738087,0.006453191612903201,0.0012101801197604914,0.005
0.0016548945549738087,0.006453191612903201,0.0012101801197604914,0.0075
0.0016548945549738087,0.006453191612903201,0.0012101801197604914,0.01
0.0016548945549738087,0.006453191612903201,0.0012101801197604914,0.0125
0.0016548945549738087,0.006453191612903201,0.0012101801197604914,0.015
0.0016548945549738087,0.006183127096774165,0.0016112340119760551,0.0175
0.0021808840837696207,0.006588223870967722,0.0011099166467065935,0.02
0.0021808840837696207,0.006588223870967722,0.0011099166467065935,0.0225
0.0021808840837696207,0.006588223870967722,0.0011099166467065935,0.025
0.0021151353926701453,0.006588223870967722,0.0011099166467065935,0.0275
0.0021151353926701453,0.006588223870967722,0.0011099166467065935,0.03
0.0021151353926701453,0.006588223870967722,0.0011099166467065935,0.0325
0.0021151353926701453,0.006588223870967722,0.0011099166467065935,0.035
0.0021151353926701453,0.006588223870967722,0.0011099166467065935,0.0375
0.0021151353926701453,0.006588223870967722,0.0011099166467065935,0.04
0.0021151353926701453,0.006588223870967722,0.0011099166467065935,0.0425
0.0021151353926701453,0.006588223870967722,0.0011099166467065935,0.045
0.0021808840837696207,0.004967836774193525,0.0021125513772455168,0.0475
0.0021808840837696207,0.004967836774193525,0.0021125513772455168,0.05
0.0021808840837696207,0.004967836774193525,0.0021125513772455168,0.0525
0.0021808840837696207,0.004967836774193525,0.0021125513772455168,0.055
0.0021808840837696207,0.004967836774193525,0.0021125513772455168,0.0575
0.0021808840837696207,0.004967836774193525,0.0021125513772455168,0.06
0.0021808840837696207,0.004967836774193525,0.0021125513772455168,0.0625
0.0031671144502617658,0.004832804516129007,0.0028143956886227672,0.065
0.0031671144502617658,0.004832804516129007,0.0028143956886227672,0.0675
0.0031671144502617658,0.004832804516129007,0.0028143956886227672,0.07
0.0031671144502617658,0.004832804516129007,0.0028143956886227672,0.0725
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.075
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.0775
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.08
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.0825
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.085
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.0875
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.09
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.0925
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.095
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.0975
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.1
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.1025
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.105
0.0021151353926701453,0.005372933548387072,0.001811760958083844,0.1075
0.00257537623036648,0.006588223870967722,0.0021125513772455168,0.11
0.00257537623036648,0.006588223870967722,0.0021125513772455168,0.1125
0.0031671144502617658,0.005102869032258043,0.0029146591616766512,0.115
0.0031671144502617658,0.005102869032258043,0.0029146591616766512,0.1175
0.0031671144502617658,0.005102869032258043,0.0029146591616766512,0.12
0.0031671144502617658,0.005102869032258043,0.0029146591616766512,0.1225
0.0031671144502617658,0.005102869032258043,0.0029146591616766512,0.125
0.003035617068062813,0.005237901290322554,0.0024133417964071896,0.1275
0.0025096275392670012,0.004157643225806425,0.0026138687425149784,0.13
0.0025096275392670012,0.004157643225806425,0.0026138687425149784,0.1325
